id,weeklong_id,user_id,player_code,type,status,poisoned,points,kills,starve_date
70,1,176,62dd0,normal,zombie,0,10,2,"2018-09-29 01:12:08"
71,1,177,885c8,normal,human,0,0,0,NULL
72,1,63,26e3d,normal,zombie,0,30,2,"2018-09-29 17:53:12"
73,1,88,98778,normal,human,0,0,0,NULL
74,1,178,8e04d,normal,human,0,0,0,NULL
75,1,144,3d601,normal,human,0,0,0,NULL
76,1,179,b219c,normal,human,0,0,0,NULL
77,1,157,3579b,normal,zombie,0,0,0,"2018-09-30 16:40:19"
78,1,156,a9fa2,normal,zombie,0,15,1,"2018-09-29 21:56:53"
79,1,180,3ecfe,normal,human,0,0,0,NULL
80,1,181,8c128,normal,human,0,0,0,NULL
81,1,98,4379f,normal,human,0,0,0,NULL
82,1,182,e9b21,normal,human,0,0,0,NULL
83,1,183,b3034,normal,zombie,0,0,0,"2018-09-29 01:12:08"
84,1,186,141ff,normal,zombie,0,15,1,"2018-09-30 18:15:31"
85,1,188,25ef0,normal,human,0,0,0,NULL
86,1,190,a8c2f,normal,human,0,0,0,NULL
87,1,189,c31da,normal,human,0,0,0,NULL
88,1,191,7ce62,normal,human,0,0,0,NULL
89,1,192,51cb5,normal,human,0,0,0,NULL
90,1,163,b743d,normal,human,0,0,0,NULL
91,1,193,885a3,normal,zombie,0,0,0,"2018-09-29 21:52:32"
92,1,194,c88b0,normal,human,0,0,0,NULL
93,1,195,db0a9,normal,human,0,0,0,NULL
94,1,202,f472a,normal,human,0,0,0,NULL
95,1,200,489b3,normal,human,0,0,0,NULL
96,1,203,1e969,normal,zombie,0,0,0,"2018-09-30 18:15:31"
97,1,204,d528e,normal,zombie,0,56,0,"2018-09-29 21:01:37"
98,1,112,08408,normal,zombie,0,0,0,"2018-09-29 21:52:32"
99,1,206,90fcc,normal,human,0,0,0,NULL
100,1,198,d6307,normal,human,0,0,0,NULL
101,1,76,4df84,normal,human,0,0,0,NULL
102,1,208,d9553,normal,human,0,0,0,NULL
103,1,211,fa72f,normal,human,0,0,0,NULL
104,1,210,dc454,normal,human,0,0,0,NULL
105,1,212,9b8b5,normal,zombie,0,0,0,"2018-09-30 19:35:27"
106,1,209,2e71f,normal,human,0,0,0,NULL
107,1,214,760f8,normal,human,0,0,0,NULL
108,1,215,e28c4,normal,human,0,0,0,NULL
109,1,201,87d45,normal,human,0,0,0,NULL
110,1,159,2adda,normal,zombie,0,0,0,"2018-09-30 16:17:58"
111,1,216,1e6db,normal,human,0,0,0,NULL
112,1,217,5e4be,normal,human,0,0,0,NULL
113,1,218,9e835,normal,human,0,0,0,NULL
114,1,219,80a5b,normal,human,0,0,0,NULL
115,1,220,442a7,normal,human,0,0,0,NULL
116,1,221,5f748,normal,zombie,0,0,0,"2018-09-29 17:53:12"
117,1,222,d596e,oz,zombie,0,0,0,"2018-09-29 21:01:37"
118,1,223,cefbd,normal,human,0,0,0,NULL
119,1,224,2bdc5,normal,human,0,0,0,NULL
120,1,227,ce3c5,normal,human,0,0,0,NULL
121,1,232,5c597,normal,human,0,0,0,NULL
122,4,174,acc50,oz,zombie,0,160,1,"2019-04-20 10:35:30"
123,4,1,df563,oz,zombie,0,230,3,"2019-04-20 14:16:42"
124,4,234,4ecaa,normal,zombie,0,195,1,"2019-04-20 10:47:38"
125,4,133,f6552,normal,zombie,0,230,3,"2019-04-20 13:42:35"
126,4,275,2fbff,normal,zombie,0,70,1,"2019-04-20 09:00:08"
127,4,83,da808,normal,zombie,0,70,0,"2019-04-20 15:00:08"
128,4,239,4cddd,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
129,4,276,ba674,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
130,4,101,0528d,inactive,deceased,0,0,0,"2019-04-18 03:00:08"
131,4,58,d93de,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
132,4,132,d88e9,normal,zombie,0,270,6,"2019-04-20 15:00:34"
133,4,64,fd1ee,normal,zombie,0,230,0,"2019-04-20 15:18:42"
134,4,249,b1d46,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
135,4,90,f403a,oz,zombie,0,295,5,"2019-04-20 15:19:50"
136,4,171,3acb0,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
137,4,63,463bb,normal,zombie,0,185,1,"2019-04-20 16:23:06"
138,4,279,df377,normal,human,0,185,0,"2019-04-20 14:42:25"
139,4,280,52a3a,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
140,4,281,4c5dd,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
141,4,282,01ccc,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
142,4,285,1d23a,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
143,4,286,1939d,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
144,4,287,ecd38,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
145,4,288,8f06e,inactive,deceased,0,0,0,"2019-04-18 03:00:08"
146,4,289,697f4,oz,deceased,0,50,0,"2019-04-19 15:00:08"
147,4,290,704e5,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
148,4,291,34282,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
149,4,292,0869b,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
150,4,293,e53e4,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
151,4,294,ae1bd,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
152,4,295,6c1b5,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
153,4,177,7ab0c,inactive,deceased,0,0,0,"2019-04-18 03:00:08"
154,4,296,ef0af,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
155,4,127,348cf,normal,zombie,0,70,1,"2019-04-20 18:07:42"
156,4,298,8b4c1,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
157,4,299,bf054,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
158,4,88,c67e5,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
159,4,300,2e107,normal,human,0,75,0,"2019-04-20 13:23:30"
160,4,278,f758d,normal,deceased,0,50,0,"2019-04-18 09:00:08"
161,4,305,f086e,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
162,4,306,132cd,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
163,4,304,946a7,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
164,4,307,5cd85,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
165,4,309,0303e,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
166,4,315,c60da,starved,deceased,0,10,0,"2019-04-19 15:00:18"
167,4,316,ea29e,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
168,4,317,6fedb,normal,deceased,0,25,1,"2019-04-18 10:35:57"
169,4,318,bd982,inactive,deceased,0,0,0,"2019-04-18 05:31:05"
170,4,349,d2f2a,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
171,4,319,c77c0,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
172,4,405,6cae9,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
